mst_theater_contact_id,mst_idol_id,resource_id,reaction_id,reaction_id2,mst_card_id,room_id,position_id,motion_id
164,8,card_0000_contact,fure_tak_SR1,fure_tak_SR1,81,0,,
165,9,card_0000_contact,fure_rit_SR1,fure_rit_SR1,82,0,,
166,12,card_0000_contact,fure_mam_SR1,fure_mam_SR1,83,0,,
167,21,card_0000_contact,fure_mat_SR1,fure_mat_SR1,84,0,,
168,23,card_0000_contact,fure_aka_SR1,fure_aka_SR1,85,0,,
169,24,card_0000_contact,fure_ann_SR1,fure_ann_SR1,86,0,,
170,27,card_0000_contact,fure_say_SR1,fure_say_SR1,87,0,,
171,28,card_0000_contact,fure_ari_SR1,fure_ari_SR1,88,0,,
172,29,card_0000_contact,fure_umi_SR1,fure_umi_SR1,89,0,,
173,31,card_0000_contact,fure_tom_SR1,fure_tom_SR1,90,0,,
174,34,card_0000_contact,fure_ayu_SR1,fure_ayu_SR1,91,0,,
175,35,card_0000_contact,fure_hin_SR1,fure_hin_SR1,92,0,,
176,37,card_0000_contact,fure_nao_SR1,fure_nao_SR1,93,0,,
177,41,card_0000_contact,fure_fuk_SR1,fure_fuk_SR1,94,0,,
178,42,card_0000_contact,fure_miy_SR1,fure_miy_SR1,95,0,,
179,43,card_0000_contact,fure_nor_SR1,fure_nor_SR1,96,0,,
180,45,card_0000_contact,fure_kar_SR1,fure_kar_SR1,97,0,,
181,46,card_0000_contact,fure_rio_SR1,fure_rio_SR1,98,0,,
182,47,card_0000_contact,fure_sub_SR1,fure_sub_SR1,99,0,,
183,48,card_0000_contact,fure_rei_SR1,fure_rei_SR1,100,0,,
184,49,card_0000_contact,fure_mom_SR1,fure_mom_SR1,101,0,,
185,50,card_0000_contact,fure_jul_SR1,fure_jul_SR1,102,0,,
186,39,card_0000_contact,fure_kon_SR2,fure_kon_SR2,111,0,,
187,18,card_0000_contact,fure_ele_SR2,fure_ele_SR2,112,0,,
188,44,card_0000_contact,fure_miz_SR2,fure_miz_SR2,113,0,,
189,36,card_0000_contact,fure_kan_SR2,fure_kan_SR2,116,0,,
190,27,card_0000_contact,fure_say_SR2,fure_say_SR2,120,0,,
191,45,card_0000_contact,fure_kar_SR2,fure_kar_SR2,122,0,,
192,33,card_0000_contact,fure_sih_SR2,fure_sih_SR2,124,0,,
193,23,card_0000_contact,fure_aka_SR2,fure_aka_SR2,125,0,,
194,7,card_0000_contact,fure_ior_SR20170822,fure_ior_SR20170822,127,0,,
195,19,card_0000_contact,fure_min_SR20170824,fure_min_SR20170824,129,0,,
196,6,card_0000_contact,fure_mak_20170824,fure_mak_20170824,130,0,,
197,31,card_0000_contact,fure_tom_SR20170831,fure_tom_SR20170831,134,0,,
198,5,card_0000_contact,fure_yay_SR20170908,fure_yay_SR20170908,135,0,,
199,30,card_0000_contact,fure_iku_SR20170908,fure_iku_SR20170908,136,0,,
200,11,card_0000_contact,fure_ami_SR20170909,fure_ami_SR20170909,138,0,,
201,8,card_0000_contact,fure_tak_SR20170922,fure_tak_SR20170922,140,0,,
202,40,card_0000_contact,fure_tam_SR20170922,fure_tam_SR20170922,141,0,,
203,37,card_0000_contact,fure_nao_SR20170922,fure_nao_SR20170922,144,0,,
204,26,card_0000_contact,fure_yur_SR0043,fure_yur_SR0043,146,0,,
205,44,card_0000_contact,fure_miz_SR0043,fure_miz_SR0043,147,0,,
206,23,card_0000_contact,fure_aka_SR0043,fure_aka_SR0043,150,0,,
207,4,card_0000_contact,fure_yuk_SR0033,fure_yuk_SR0033,152,0,,
208,22,card_0000_contact,fure_ser_SR0043,fure_ser_SR0043,154,0,,
209,32,card_0000_contact,fure_emi_SR0043,fure_emi_SR0043,155,0,,
210,15,card_0000_contact,fure_siz_SR0043,fure_siz_SR0043,157,0,,
211,51,card_0000_contact,fure_tmg_SR0043,fure_tmg_SR0043,158,0,,
212,10,card_0000_contact,fure_azu_SR0043,fure_azu_SR0043,160,0,,
213,36,card_0000_contact,fure_kan_SR0053,fure_kan_SR0053,164,0,,
214,46,card_0000_contact,fure_rio_SR0043,fure_rio_SR0043,165,0,,
215,18,card_0000_contact,fure_ele_SR0043,fure_ele_SR0043,166,0,,
216,29,card_0000_contact,fure_umi_SR0043,fure_umi_SR0043,167,0,,
217,47,card_0000_contact,fure_sub_SR0033,fure_sub_SR0033,168,0,,
218,20,card_0000_contact,fure_meg_SR0043,fure_meg_SR0043,171,0,,
219,43,card_0000_contact,fure_nor_SR0043,fure_nor_SR0043,174,0,,
220,16,card_0000_contact,fure_tsu_SR0043,fure_tsu_SR0043,176,0,,
221,52,card_0000_contact,fure_kao_SR0043,fure_kao_SR0043,177,0,,
222,44,card_0000_contact,fure_miz_SR0053,fure_miz_SR0053,180,0,,
223,12,card_0000_contact,fure_mam_SR0033,fure_mam_SR0033,181,0,,
224,19,card_0000_contact,fure_min_SR0053,fure_min_SR0053,182,0,,
225,42,card_0000_contact,fure_miy_SR0053,fure_miy_SR0053,184,0,,
226,25,card_0000_contact,fure_roc_SR0033,fure_roc_SR0033,186,0,,
227,48,card_0000_contact,fure_rei_SR0043,fure_rei_SR0043,187,0,,
228,9,card_0000_contact,fure_rit_SR0043,fure_rit_SR0043,190,0,,
229,14,card_0000_contact,fure_mir_SR0043,fure_mir_SR0043,192,0,,
230,21,card_0000_contact,fure_mat_SR0043,fure_mat_SR0043,193,0,,
231,35,card_0000_contact,fure_hin_SR0043,fure_hin_SR0043,198,0,,
232,28,card_0000_contact,fure_ari_SR0043,fure_ari_SR0043,199,0,,
233,49,card_0000_contact,fure_mom_SR0043,fure_mom_SR0043,200,0,,
234,39,card_0000_contact,fure_kon_SR0043,fure_kon_SR0043,201,0,,
235,33,card_0000_contact,fure_sih_SR0053,fure_sih_SR0053,206,0,,
236,38,card_0000_contact,fure_chz_SR0043,fure_chz_SR0043,208,0,,
237,31,card_0000_contact,fure_tom_SR0043,fure_tom_SR0043,209,0,,
238,13,card_0000_contact,fure_hib_SR0043,fure_hib_SR0043,211,0,,
239,32,card_0000_contact,fure_emi_SR0053,fure_emi_SR0053,215,0,,
240,7,card_0000_contact,fure_ior_SR0053,fure_ior_SR0053,216,0,,
241,11,card_0000_contact,fure_ami_SR0053,fure_ami_SR0053,217,0,,
242,4,card_0000_contact,fure_yuk_SR0053,fure_yuk_SR0053,219,0,,
243,9,card_0000_contact,fure_rit_SR0053,fure_rit_SR0053,220,0,,
244,21,card_0000_contact,fure_mat_SR0053,fure_mat_SR0053,224,0,,
245,17,card_0000_contact,fure_kth_SR0033,fure_kth_SR0033,227,0,,
246,18,card_0000_contact,fure_ele_SR0053,fure_ele_SR0053,228,0,,
247,42,card_0000_contact,fure_miy_SR0063,fure_miy_SR0063,229,0,,
248,46,card_0000_contact,fure_rio_SR0053,fure_rio_SR0053,231,0,,
249,50,card_0000_contact,fure_jul_SR0053,fure_jul_SR0053,235,0,,
250,3,card_0000_contact,fure_mik_SR0043,fure_mik_SR0043,236,0,,
251,47,card_0000_contact,fure_sub_SR0053,fure_sub_SR0053,237,0,,
252,20,card_0000_contact,fure_meg_SR0053,fure_meg_SR0053,238,0,,
253,36,card_0000_contact,fure_kan_SR0063,fure_kan_SR0063,239,0,,
254,24,card_0000_contact,fure_ann_SR0053,fure_ann_SR0053,243,0,,
255,30,card_0000_contact,fure_iku_SR0053,fure_iku_SR0053,245,0,,
256,26,card_0000_contact,fure_yur_SR0053,fure_yur_SR0053,246,0,,
257,16,card_0000_contact,fure_tsu_SR0053,fure_tsu_SR0053,248,0,,
258,12,card_0000_contact,fure_mam_SR0053,fure_mam_SR0053,254,0,,
259,17,card_0000_contact,fure_kth_SR0043,fure_kth_SR0043,255,0,,
260,20,card_0000_contact,fure_meg_SR0063,fure_meg_SR0063,256,0,,
261,35,card_0000_contact,fure_hin_SR0053,fure_hin_SR0053,257,0,,
262,37,card_0000_contact,fure_nao_SR0063,fure_nao_SR0063,258,0,,
263,40,card_0000_contact,fure_tam_SR0053,fure_tam_SR0053,262,0,,
264,44,card_0000_contact,fure_miz_SR0073,fure_miz_SR0073,264,0,,
265,33,card_0000_contact,fure_sih_SR0063,fure_sih_SR0063,265,0,,
266,19,card_0000_contact,fure_min_SR0063,fure_min_SR0063,267,0,,
267,30,card_0000_contact,fure_iku_SR0063,fure_iku_SR0063,271,0,,
268,34,card_0000_contact,fure_ayu_SR0053,fure_ayu_SR0053,272,0,,
269,10,card_0000_contact,fure_azu_SR0073,fure_azu_SR0073,273,0,,
270,43,card_0000_contact,fure_nor_SR0063,fure_nor_SR0063,274,0,,
271,38,card_0000_contact,fure_chz_SR0053,fure_chz_SR0053,275,0,,
272,2,card_0000_contact,fure_chi_SR0053,fure_chi_SR0053,279,0,,
273,52,card_0000_contact,fure_kao_SR0063,fure_kao_SR0063,281,0,,
274,41,card_0000_contact,fure_fuk_SR0053,fure_fuk_SR0053,282,0,,
275,26,card_0000_contact,fure_yur_SR0063,fure_yur_SR0063,284,0,,
276,22,card_0000_contact,fure_ser_SR0063,fure_ser_SR0063,288,0,,
277,32,card_0000_contact,fure_emi_SR0073,fure_emi_SR0073,289,0,,
278,50,card_0000_contact,fure_jul_SR0063,fure_jul_SR0063,290,0,,
279,28,card_0000_contact,fure_ari_SR0063,fure_ari_SR0063,293,0,,
280,31,card_0000_contact,fure_tom_SR0063,fure_tom_SR0063,295,0,,
281,23,card_0000_contact,fure_aka_SR0063,fure_aka_SR0063,296,0,,
282,27,card_0000_contact,fure_say_SR0063,fure_say_SR0063,298,0,,
283,29,card_0000_contact,fure_umi_SR0063,fure_umi_SR0063,299,0,,
284,8,card_0000_contact,fure_tak_SR0073,fure_tak_SR0073,301,0,,
285,25,card_0000_contact,fure_roc_SR0063,fure_roc_SR0063,308,0,,
286,51,card_0000_contact,fure_tmg_SR0083,fure_tmg_SR0083,365,0,,
287,14,card_0000_contact,fure_mir_SR0083,fure_mir_SR0083,366,0,,
288,35,card_0000_contact,fure_hin_SR0073,fure_hin_SR0073,370,0,,
289,47,card_0000_contact,fure_sub_SR0083,fure_sub_SR0083,371,0,,
290,45,card_0000_contact,fure_kar_SR0073,fure_kar_SR0073,372,0,,
291,201,card_0000_contact,fure_xxx_SR0013,fure_xxx_SR0013,373,0,,
292,6,card_0000_contact,fure_mak_SR0073,fure_mak_SR0073,376,0,,
293,36,card_0000_contact,fure_kan_SR0083,fure_kan_SR0083,377,0,,
294,16,card_0000_contact,fure_tsu_SR0083,fure_tsu_SR0083,378,0,,
295,5,card_0000_contact,fure_yay_SR0073,fure_yay_SR0073,381,0,,
296,10,card_0000_contact,fure_azu_SR0093,fure_azu_SR0093,383,0,,
297,50,card_0000_contact,fure_jul_SR0083,fure_jul_SR0083,384,0,,
298,37,card_0000_contact,fure_nao_SR0093,fure_nao_SR0093,388,0,,
299,29,card_0000_contact,fure_umi_SR0083,fure_umi_SR0083,389,0,,
300,20,card_0000_contact,fure_meg_SR0093,fure_meg_SR0093,390,0,,
301,38,card_0000_contact,fure_chz_SR0083,fure_chz_SR0083,393,0,,
302,31,card_0000_contact,fure_tom_SR0083,fure_tom_SR0083,394,0,,
303,48,card_0000_contact,fure_rei_SR0073,fure_rei_SR0073,395,0,,
304,29,card_0000_contact,fure_umi_SR0093,fure_umi_SR0093,398,0,,
305,26,card_0000_contact,fure_yur_SR0093,fure_yur_SR0093,400,0,,
306,34,card_0000_contact,fure_ayu_SR0073,fure_ayu_SR0073,401,0,,
307,15,card_0000_contact,fure_siz_SR0083,fure_siz_SR0083,405,0,,
308,52,card_0000_contact,fure_kao_SR0083,fure_kao_SR0083,406,0,,
309,24,card_0000_contact,fure_ann_SR0083,fure_ann_SR0083,407,0,,
310,45,card_0000_contact,fure_kar_SR0083,fure_kar_SR0083,412,0,,
311,22,card_0000_contact,fure_ser_SR0083,fure_ser_SR0083,413,0,,
312,14,card_0000_contact,fure_mir_SR0093,fure_mir_SR0093,414,0,,
313,15,card_0000_contact,fure_siz_SR0093,fure_siz_SR0093,417,0,,
314,33,card_0000_contact,fure_sih_SR0103,fure_sih_SR0103,419,0,,
315,11,card_0000_contact,fure_ami_SR0093,fure_ami_SR0093,420,0,,
316,39,card_0000_contact,fure_kon_SR0093,fure_kon_SR0093,424,0,,
317,17,card_0000_contact,fure_kth_SR0073,fure_kth_SR0073,425,0,,
318,49,card_0000_contact,fure_mom_SR0083,fure_mom_SR0083,426,0,,
319,14,card_0000_contact,fure_mir_SR0103,fure_mir_SR0103,429,0,,
320,40,card_0000_contact,fure_tam_SR0083,fure_tam_SR0083,430,0,,
321,12,card_0000_contact,fure_mam_SR0093,fure_mam_SR0093,431,0,,
322,3,card_0000_contact,fure_mik_SR0073,fure_mik_SR0073,434,0,,
323,52,card_0000_contact,fure_kao_SR0093,fure_kao_SR0093,436,0,,
324,13,card_0000_contact,fure_hib_SR0083,fure_hib_SR0083,437,0,,
325,21,card_0000_contact,fure_mat_SR0093,fure_mat_SR0093,440,0,,
326,50,card_0000_contact,fure_jul_SR0093,fure_jul_SR0093,442,0,,
327,15,card_0000_contact,fure_siz_SR0103,fure_siz_SR0103,443,0,,
328,18,card_0000_contact,fure_ele_SR0103,fure_ele_SR0103,446,0,,
329,13,card_0000_contact,fure_hib_SR0093,fure_hib_SR0093,447,0,,
330,37,card_0000_contact,fure_nao_SR0103,fure_nao_SR0103,448,0,,
331,17,card_0000_contact,fure_kth_SR0083,fure_kth_SR0083,451,0,,
332,44,card_0000_contact,fure_miz_SR0113,fure_miz_SR0113,453,0,,
333,41,card_0000_contact,fure_fuk_SR0083,fure_fuk_SR0083,454,0,,
334,34,card_0000_contact,fure_ayu_SR0093,fure_ayu_SR0093,457,0,,
335,45,card_0000_contact,fure_kar_SR0103,fure_kar_SR0103,459,0,,
336,23,card_0000_contact,fure_aka_SR0093,fure_aka_SR0093,460,0,,
337,12,card_0000_contact,fure_mam_SR0103,fure_mam_SR0103,465,0,,
338,20,card_0000_contact,fure_meg_SR0103,fure_meg_SR0103,466,0,,
339,44,card_0000_contact,fure_miz_SR0123,fure_miz_SR0123,467,0,,
340,49,card_0000_contact,fure_mom_SR0093,fure_mom_SR0093,470,0,,
341,28,card_0000_contact,fure_ari_SR0093,fure_ari_SR0093,472,0,,
342,2,card_0000_contact,fure_chi_SR0093,fure_chi_SR0093,473,0,,
343,42,card_0000_contact,fure_miy_SR0093,fure_miy_SR0093,476,0,,
344,51,card_0000_contact,fure_tmg_SR0103,fure_tmg_SR0103,477,0,,
345,21,card_0000_contact,fure_mat_SR0103,fure_mat_SR0103,478,0,,
346,32,card_0000_contact,fure_emi_SR0103,fure_emi_SR0103,479,0,,
347,36,card_0000_contact,fure_kan_SR0113,fure_kan_SR0113,482,0,,
348,24,card_0000_contact,fure_ann_SR0093,fure_ann_SR0093,483,0,,
349,26,card_0000_contact,fure_yur_SR0113,fure_yur_SR0113,484,0,,
350,7,card_0000_contact,fure_ior_SR0103,fure_ior_SR0103,487,0,,
351,46,card_0000_contact,fure_rio_SR0093,fure_rio_SR0093,489,0,,
352,42,card_0000_contact,fure_miy_SR0103,fure_miy_SR0103,490,0,,
353,2,card_0000_contact,fure_chi_SR0103,fure_chi_SR0103,493,0,,
354,17,card_0000_contact,fure_kth_SR0093,fure_kth_SR0093,494,0,,
355,25,card_0000_contact,fure_roc_SR0093,fure_roc_SR0093,495,0,,
356,34,card_0000_contact,fure_ayu_SR0103,fure_ayu_SR0103,496,0,,
357,30,card_0000_contact,fure_iku_SR0113,fure_iku_SR0113,499,0,,
358,43,card_0000_contact,fure_nor_SR0103,fure_nor_SR0103,500,0,,
359,19,card_0000_contact,fure_min_SR0103,fure_min_SR0103,501,0,,
360,48,card_0000_contact,fure_rei_SR0093,fure_rei_SR0093,504,0,,
361,16,card_0000_contact,fure_tsu_SR0113,fure_tsu_SR0113,506,0,,
362,4,card_0000_contact,fure_yuk_SR0093,fure_yuk_SR0093,507,0,,
363,33,card_0000_contact,fure_sih_SR0123,fure_sih_SR0123,510,0,,
364,32,card_0000_contact,fure_emi_SR0113,fure_emi_SR0113,511,0,,
365,35,card_0000_contact,fure_hin_SR0103,fure_hin_SR0103,512,0,,
366,22,card_0000_contact,fure_ser_SR0103,fure_ser_SR0103,513,0,,
367,26,card_0000_contact,fure_yur_SR0123,fure_yur_SR0123,517,0,,
368,27,card_0000_contact,fure_say_SR0103,fure_say_SR0103,518,0,,
369,17,card_0000_contact,fure_kth_SR0113,fure_kth_SR0113,521,0,,
370,16,card_0000_contact,fure_tsu_SR0123,fure_tsu_SR0123,522,0,,
371,29,card_0000_contact,fure_umi_SR0133,fure_umi_SR0133,523,0,,
372,51,card_0000_contact,fure_tmg_SR0113,fure_tmg_SR0113,524,0,,
373,50,card_0000_contact,fure_jul_SR0113,fure_jul_SR0113,525,0,,
374,28,card_0000_contact,fure_ari_SR0103,fure_ari_SR0103,528,0,,
